cefr_folder,title,cefr_age_group,text,flesch_kincaid_score,smog_score,fk_estimated_uk_age_num,reading_band,lexicon_count,sentence_count,syllables_per_word,polysyllable_count,monosyllable_count,flesch_reading_ease,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,spache_readability,reading_time
A1,job_adverts,6-8,"Do you like cars? Are you friendly and do you like chatting with people? Would you like to make £200 a day selling cars? If you answered yes to the above questions, we’d like you to be on our team! (Driving licence required.)
Company
Motor Ground is a car sales company that buys and sells used cars.
Location
Chennai, India
 
We're looking for a marketing manager to manage an international team. Ability to speak English necessary. Salary is £50,000 a year.
Company
Groovy is a German clothes company that has shops in countries across Europe.
Location
Munich, Germany
 
French teacher wanted to teach children between the ages of 3 and 12. Applicants must have teaching experience. £15 per hour.
Company
LinguaFun is a language school that offers modern language classes to students of all ages.
Location
Singapore
 
Nurse needed in private hospital. Must be registered to work in the UK. £25,000 per year.
Company
Private hospital with 50 years' experience providing high-quality health care.
Location
London, UK",7.127715096123541,10.186864033877496,12,8-12,167,19,1.622754491017964,29,99,60.62865427040657,8.964071856287422,6.768569177434607,10.312817176173969,41,4.909090909090909,8.306208635360859,6th and 7th grade,4.447178064922786,12.398359999999998
A1,student_card_application,6-8,"Student ID card application
First name: Samia
Last name: Khan
Date of birth: 09/10/1992
Address: 5 Ledger Road, Cardiff
Postcode: CF10 5RE
Nationality: Canadian
I declare that the information provided is correct.
Signature: Samia Khan
Date: 28/02/2019
Your checklist – have you got everything you need?
[ ✔ ] a passport photo
[ ✔ ] a copy of your passport or other photo ID
[ ✔ ] proof of student status e.g. a letter from your university
Your card will be issued within 30 days and sent to the address provided.",10.66305555555556,11.698219412168324,16,15-16,81,4,1.5555555555555556,9,52,54.681250000000006,10.950617283950624,10.536978021978022,11.853616049382715,19,12.375,12.050617283950618,10th and 11th grade,6.030052469135802,6.199179999999999
A2,an_accommodation_form,8-10,"University accommodation preference form
First name	Lucy
Surname	Watts
Student number	S4085301
Gender	female  
Date of birth	25/07/2000
Nationality	British
Email address	lucyhelenwatts@example.com
Phone	0123 456 789
What type of accommodation would you prefer?
Single room with bathroom ✔
Single room with shared bathroom (with two or more other students)
Shared room (with one other student)
Family flat (adults __  children __)
Which location would you prefer?
On-campus ✔
Off-campus
Are you a smoker?
Yes
No ✔
Do you have any health needs that affect your housing request?
Yes ✔   (If yes, a university officer will contact you for more information.)
No
Please list your interests and hobbies, for example sport, music or other social interests.  You can also say if you prefer to stay up late as this information may be useful when we are allocating rooms. Please note that we cannot guarantee we will be able to offer accommodation to match your preferences.
I played football for my sixth-form school and I am hoping to join a university team. I'm a morning person and I get up early to train and go to the gym. So I would prefer to share with other people who don't like late nights either! Also I am vegetarian and, if possible, I would prefer to share a kitchen with other non-meat eaters.",9.573333333333334,10.727762888450028,15,15-16,216,13,1.5833333333333333,23,139,56.02038461538464,10.183333333333334,9.84964685314685,9.139141595441597,38,8.0,10.349857549857552,9th and 10th grade,5.053065527065527,15.76237
A2,choosing_a_conference_venue,8-10,"The International Centre
Whether you are looking for a conference venue or a place to have your meetings and your training days, the International Centre is the perfect modern space for your event.
Offering free Wi-Fi, secure parking and all-day refreshments, the International Centre has 120 meeting rooms and a theatre for up to 1,000 people.
Conveniently located in the city centre, the International Centre is close to the shops and only a ten-minute walk to the train station.
The Grand West
The Grand West is a country house surrounded by rolling hills and beautiful scenery, only a 30-minute drive from the airport.
With 76 hotel rooms, 12 meeting rooms and a conference room that takes up to 200 people, the Grand West offers free Wi-Fi and a whiteboard in every room.
You can also make use of the gardens of the Grand West for team-building events and outdoor activities. Our indoor swimming pool, gym and 18-hole golf course will ensure that your event is relaxing and enjoyable for everyone.",12.206134453781516,12.785403640627711,17,17-18,170,7,1.5411764705882354,20,109,51.801470588235304,10.616470588235297,13.791857142857149,10.414012605042018,36,15.75,13.714285714285715,12th and 13th grade,6.48916806722689,12.23677
A2,professional_profile_summaries,8-10,"Maria
I am an architect with 20 years' experience of designing and developing spaces. I am a partner in the award-winning STG Architects Ltd, which is famous for its work on the Galroy Building in London. I enjoy working with people from all over the world and have international experience of working in Italy, Greece, Thailand, Australia and Brazil. I have a Master of Science from Sheffield University and a BA in Architecture from Hull University. I also speak Italian and Thai. When I am not working, I spend my time hiking, skiing and diving.
Emily
I am an experienced sales manager with 12 years' experience of developing customer service teams. I am skilled in negotiation, team motivation and building successful sales teams. After ten years of working in sales and customer service at Halo Bank, I am now the sales office manager of a team of 120 at Southern General Plastics Ltd. I have an MBA from Stanford University and a degree in Business Studies from Cornell University. I am creative and hardworking, and enjoy working with others.",10.928430675469784,13.172668634160411,16,15-16,179,11,1.6927374301675977,33,108,47.112595226003066,9.85810055865922,9.624855256475367,10.618487607922804,40,8.714285714285714,12.766074149314374,9th and 10th grade,5.5837338750634835,12.79499
B1,a_professional_profile,10-12,"David Beddingfield
Digital Marketing Manager
______________________________
Summary
Over the past six years I have held various roles in the field of digital marketing and communication and currently lead a small team in the Fast-Moving Consumer Goods (FMCG) sector. I have a proven track record of planning and implementing successful digital marketing campaigns across a range of channels.   
______________________________
Experience
Digital Marketing Manager
Krunch Ltd
Jan 2017 – Present
My role involves strategic focus on all areas of digital marketing within the company and working closely with the main marketing and communications teams. I design and lead all our digital marketing campaigns.
Digital Marketing Executive
Krunch Ltd
June 2014 – Dec 2016
I was responsible for overall social media strategy. I worked on many campaigns to drive engagement with the customers of our breakfast cereals and bars to build brand loyalty. I also led on three key product launches.
Digital Marketing Assistant
Food2Grab Ltd
Sept 2013 – May 2014
In this role I developed my existing knowledge and skills in the fields of social media and consumer goods. I supported the design of multi-channel marketing campaigns to promote brand awareness of our healthy snack range.",13.877242582897036,17.122413403193683,19,>18,191,9,1.7958115183246073,54,102,33.36878999418269,14.87225130890052,15.207502863688426,13.121478243164631,53,20.0,19.1695171611402,13th and 14th grade,7.2082966841186735,15.74768
B1,chocolate_milk,10-12,James took the milk out of the refrigerator. He put the carton of milk on the counter. He took the cap off the carton of milk. He opened the kitchen cabinet. He took a glass out of the cabinet. He put the glass on the counter next to the milk. He poured some milk into the glass. He put the cap back on the carton of milk. He put the milk back into the refrigerator. He took the chocolate syrup out of the refrigerator. He poured some chocolate syrup into the glass of milk. He stirred the milk with a spoon. He licked the spoon.,2.731428571428573,6.67199483983844,8,8-12,105,13,1.2857142857142858,5,86,89.86549450549452,3.293333333333333,1.67274725274725,6.142448717948718,4,3.583333333333333,4.373626373626374,2nd and 3rd grade,2.7149890109890107,6.24325
B1,clean_church,10-12,The janitor cleaned the church every day. He swept the floor with a broom. He mopped the floor with a mop. He vacuumed the carpet with a vacuum cleaner. He cleaned all the windows with a wet cloth. He cleaned the men's bathroom. He cleaned the women's bathroom. He cleaned the sinks in the bathrooms. He cleaned the toilets in the bathrooms. He cleaned the mirrors in the bathrooms. He scrubbed the steps outside the church. He scrubbed the steps with soapy water and a brush. He kept the steps clean. He kept the windows clean. He kept the bathrooms clean. He kept the floors clean. The steps were clean. The windows were clean. The bathrooms were clean. The floors were clean. It was a clean church.,0.7984926884139512,4.892091775363686,6,6-7,127,21,1.1968503937007875,3,105,99.44312335958008,4.514960629921262,2.918612673415822,8.039375290588676,9,2.533333333333333,3.048968878890139,2nd and 3rd grade,2.7074623172103487,8.44675
B1,clean_the_apartment,10-12,Kenneth cleaned his apartment. He emptied the trash. He washed the dirty dishes. He looked in his bathroom. The sink and bathtub were dirty. He scrubbed the sink and bathtub. He looked in his bedroom. Clothes were on the floor. He picked up the clothes. He put the shirts on hangers. He folded the pants. He put the pants in the dresser. He washed the dirty clothes. He looked in his living room. Papers were on the floor. Books and newspapers and magazines were on the floor. He picked them all up. He put them on the book shelves. Then he vacuumed his whole apartment.,1.0624060150375954,5.7502877580894305,6,6-7,105,19,1.238095238095238,5,85,96.48293233082708,3.535238095238096,2.2365864661654165,7.218986215538847,9,1.9444444444444449,3.3533834586466167,1st and 2nd grade,2.355353383458646,6.84554
B1,cnn_43,10-12,"It's not going to be Batman versus Superman versus Captain America after all.
 Batman v Superman: Dawn of Justice and Captain America 3 were both set to arrive in theaters May 6, 2016, but Warner BrosCaped Crusader/Man of Steel showdown will be released March 25, 2016 instead, EW has confirmed.
The Zack Snyder-directed film will star Henry Cavill as Superman, Ben Affleck as Batman, Gal Gadot as Wonder Woman, Jesse Eisenberg as Lex Luthor, and Jeremy Irons as Alfred.
See the original story at EW.com.
Your new Thor is a she
Captain America being replaced by African-American partner
Ben Affleck will be a great Batman, Adam West says
Comic-Con: Ben Affleck's Batmanmakes an appearance",12.554631578947369,13.348371206891418,18,17-18,114,5,1.631578947368421,16,64,45.6614210526316,10.9859649122807,13.685263157894738,12.1083449122807,28,12.6,13.68140350877193,12th and 13th grade,6.694150877192982,8.43206
B1,cnn_482,10-12,"An evacuation order was lifted Wednesday morning for more than 500 California homes on hillsides vulnerable to mudslides, authorities said.
With the sun shining over much of Los Angeles, officials told people who live in the foothill areas of La Crescenta, La Canada Flintridge and Acton that they could return to their homes at 8 a.m. PT -LRB- 11 a.m. ET -RRB-.
Officials ordered a mandatory evacuation for those residents Tuesday morning as a precaution when heavy rains were predicted.
The dangerous mudslides did not develop, but this area was especially hit hard after a downpour Saturday unleashed a river of mud that damaged dozens of homes.
Several of the homes were declared uninhabitable.
A massive wildfire in the Angeles National Forest last summer burned hillsides where these homes are located.",11.615441657579062,13.925175675911133,17,17-18,131,7,1.6870229007633588,25,77,45.117862595419865,11.83969465648855,12.304089422028357,11.19411788440567,33,14.0,14.508615049073065,11th and 12th grade,5.906721919302072,9.95982
B1,fresh_salad,10-12,"Margaret made a fresh salad. She peeled a yellow banana. She peeled a red apple. She peeled a green cucumber. She peeled an orange carrot. She peeled a brown potato. She peeled a white onion. She peeled a white egg. She chopped everything up with a sharp knife. She chopped everything into little pieces. She used her sharp knife to chop up the banana, apple, cucumber, carrot, potato, onion, and egg. She chopped up a tomato. She put all the little pieces into a bowl. She opened a bottle of salad dressing. She poured salad dressing on her fresh salad.",3.766000000000002,7.793537801064561,9,8-12,100,15,1.42,10,68,79.93633333333334,4.931999999999999,3.333833333333331,6.967266666666667,5,3.0,3.866666666666667,2nd and 3rd grade,2.4669999999999996,6.683949999999999
B1,guide_to_digital_games_and_learning,10-12,"Guide to Digital Games and Learning
How can games unlock a rich world of learning? This is the big question at the heart of the growing ‘games and learning’
movement that’s gaining momentum in education. The Guide to Digital Games and Learning explains key ideas in
game-based learning, pedagogy, implementation, and assessment. This guide makes sense of the available research,
and provides suggestions for practical use.
The Guide to Digital Games and Learning started as a series of blog posts
written by Jordan Shapiro with support from the Joan Ganz Cooney Center at
Sesame Workshop and the Games and Learning Publishing Council. We’ve
brought together what we felt would be the most relevant highlights of Jordan’s
posts. We wanted to create a dynamic, in-depth guide that answers many of the
most pressing questions that educators, parents, and life-long learners have
raised – questions around using digital games for learning. While we had
educators in mind when developing this guide, any lifelong learner can use it to
develop a sense of how to navigate the games space in an informed and
meaningful way.
We urge you to read it. Start with the introduction that provides an overview of games in the classroom. Then go straight to
the second section which presents the way in which the research around digital games is evolving and talks about how
pediatricians, academics, educators, and researchers are working to find answers to how games and technology affect
learners of all ages. The third section, on ‘How to Start Using Digital Games for Learning’, provides examples of how some
educators are using digital games in the classroom and how they find support when running into difficulties. The next
section, ‘How to Choose a Digital Learning Game’, gives you a starting point for game selection by providing an
understanding of the types of games available in the marketplace and how to go about selecting them. Ideas about how to
overcome obstacles for using digital games in the classroom are presented in the next section and, finally, the last section
takes an in-depth look at how some teachers are using games in the classroom and their real-life struggles and victories.",13.02357142857143,14.348710955821954,18,17-18,360,14,1.575,54,225,47.49000000000004,11.839444444444446,15.342461416699642,11.315650793650796,81,12.8,16.063492063492063,12th and 13th grade,7.235825396825396,26.92677
B1,happy_cat,10-12,Bruce picked up the cat. The cat meowed. The cat didn't like most people. The cat liked to be alone. It liked to sleep on the sofa. It liked to sleep in the fruit bowl. It liked to sleep on top of the TV. It liked to chase bugs in the front yard. It liked to chase lizards in the back yard. It liked to chase flies in the kitchen. Bruce put the cat on the floor. He rubbed the cat's stomach. The cat liked that. The cat licked his hand. Bruce rubbed the cat's stomach some more. The cat meowed. The cat was happy.,-0.0326050420168044,3.1291,5,≤5,105,17,1.1142857142857143,0,93,106.29731092436975,0.8952380952380956,0.0048067226890786,7.251233893557423,4,2.3333333333333335,2.4705882352941178,0th and 1st grade,2.2013109243697477,6.00821
B1,hot_to_hot,10-12,The days were hot. The nights were hot. He turned on the living room fan. He turned on the dining room fan. Both fans were on high speed. They made a lot of noise. But they didn't blow cool air. They blew hot air. They blew hot air everywhere. He turned off the fans. He turned on the air conditioner. He closed all the windows. He closed the front door. The apartment began to cool down. It got cooler and cooler. Then he heard a bang. It was a loud bang. He thought a plane had crashed onto the roof. But it wasn't a plane. It was the air conditioner compressor. It had broken down. He opened the door. He opened the windows.,0.6940261576528819,5.7926816847441245,6,6-7,123,23,1.2032520325203253,5,105,99.61183457051963,1.29918699186992,0.5817179215270407,6.469231848709791,6,1.9444444444444449,3.1147401908801697,0th and 1st grade,2.2223117709437963,7.41845
B1,out_of_food,10-12,"He drove to the supermarket. He was out of food. He had no food in his refrigerator. He had no food in his cupboards. He needed to buy some food. He hoped he would find a sale. A sale would save him money. He walked into the supermarket. He walked over to the produce section. The apples were on sale. The bananas were on sale. It was his lucky day. He loved apples. He loved bananas. The apples were only one dollar a pound. The regular price was $2.50 a pound. The bananas were only 49 cents a pound. The regular price was 89 cents a pound. He bought four pounds of apples. He bought four pounds of bananas. Then he walked over to the dairy section. Maybe the milk was on sale, too.",2.0926216742375097,6.7026698264267655,7,6-7,134,23,1.3059701492537314,9,106,90.43644711226476,1.8865671641791053,0.8502822842310209,7.578384360804672,9,2.1666666666666665,5.017001946787801,1st and 2nd grade,2.81570214146658,8.09419
B1,paper_clip,10-12,Jim had two separate sheets of paper. He wanted to put the two sheets of paper together. He did not want to glue them together. He did not want to use glue. He did not want to staple them together. He did not want to use a staple. What did Jim want to use? He wanted to use a paper clip. He wanted to put the two sheets of paper together with a paper clip. He picked up a paper clip. It was a metal paper clip. It was a silver paper clip. Jim put the silver metal paper clip on both sheets of paper. Now the sheets of paper were together. They were not separate.,2.6846206896551728,7.03164865440522,8,8-12,116,15,1.293103448275862,7,89,89.58911494252875,1.972413793103449,0.5864080459770129,5.925762988505747,2,3.230769230769231,3.0933333333333337,2nd and 3rd grade,2.3000896551724135,6.5664299999999995
B1,start_the_car,10-12,Bob pushed the button on the door handle. He pulled on the door handle. He opened the car door. He got into the car. He sat down. He sat down in the driver's seat. He sat down behind the steering wheel. Bob put the seat belt on. He buckled the seat belt. The seat belt went across his chest. The seat belt went across his lap. The seat belt kept him safe. He put his car key into the ignition. The ignition was next to the steering wheel. The ignition starts a car. Bob turned the car key in the ignition. The car started.,1.0920361990950234,5.900188976854958,6,6-7,104,17,1.2115384615384617,4,86,98.12943438914029,1.7250000000000014,0.6046889140271503,6.06551221719457,6,2.3125,3.9855203619909503,0th and 1st grade,2.5285113122171943,6.15511
B2,an_informal_email_to_a_friend,12-14,"Hi Linda,
How's it going?
Sorry I haven't been in touch for such a long time but I've had exams so I've been studying every free minute. Anyway, I'd love to hear all your news and I'm hoping we can get together soon to catch up. We just moved to a bigger flat so maybe you can come and visit one weekend?
How's the new job?  
Looking forward to hearing from you!
Helga
Hi Helga,
I've been meaning to write to you for ages now so don't worry! How did your exams go? When will you know your results? I'm sure you did brilliantly as always!
As for me, I'll have been in the new job three months by the end of next week so I'm feeling more settled in. At first I felt like I had no idea what I was doing but now I realise it's normal to feel like that. There was a lot to learn – there still is actually – and I soon had to get used to the idea that I can't know everything. I used to work late a lot and at weekends but I'm slowly getting into a normal routine.
Which means I'd love to come and visit! We really need a good catch up! I can't believe we haven't seen each other since Carl's wedding. How does next month sound?
Anyway, I'd better get back to work.
Congratulations on the new flat! Can't wait to see you!
Love,
Linda",3.992392566782811,7.447530270364452,9,8-12,246,21,1.2682926829268293,11,194,87.64743902439027,3.5528455284552862,3.0012557603686645,6.464073286875726,20,5.0,5.336120789779327,3rd and 4th grade,3.329738675958188,14.36682
B2,a_cv,12-14,"Maria Jones
Digital Marketing Specialist
Profile
I have five years' experience in various digital marketing roles. I have a proven ability to create successful marketing campaigns in line with brand identity and values. I am a strong collaborator with outstanding communication skills, and have comprehensive experience of using my specialist knowledge and expertise in analytics for a wide variety of marketing initiatives.
Employment History
June 2017 – present
Digital Marketing Specialist for Zinco, a global insurance start-up
My role involves working to tight deadlines to design, create and launch marketing campaigns via social media.
I have developed advanced knowledge of a range of social media platforms and digital marketing tools.
I specialise in driving successful campaigns and excel in analysing their impact.
I have experience launching digital billboards in places such as train stations and shopping centres.  
Sept 2016 – June 2017
Creative break from employment to travel and blog
I travelled through 12 countries, met several professional bloggers and started my own travel blog.
I built up a community of followers and started to monetise my blog through sponsored posts.
May 2014 – Aug 2016
Digital Marketing Assistant, Krunch Ltd
Responsibility for overall social media strategy and regular posting on key channels.
I played a key role in numerous campaigns to boost engagement with our brand.
I also supported three product launches.
Education
2014 Diploma in Digital Marketing, Leeds Beckett University, UK
2012 A-levels (Psychology, English, Art & Design), Leeds City College, UK
Skills and Interests
Competent WordPress developer
Skilled in Adobe InDesign and Adobe Illustrator
Advanced Spanish (C1)
Intermediate German (B1)
Photography
Travel
References
Available on request",14.802264150943396,16.573440645216312,20,>18,265,13,1.8981132075471696,72,128,25.564238026124855,15.556226415094343,15.639073491564195,14.41950145137881,100,16.4,18.870827285921628,15th and 16th grade,7.867193033381712,22.549149999999997
B2,a_short_story_extract,12-14,"Sam squinted against the sun at the distant dust trail raked up by the car on its way up to the Big House. The horses kicked and flicked their tails at flies, not caring about their owner's first visit in ten months. Sam waited. Mr Carter didn't come out here unless he had to, which was just fine by Sam. The more he kept out of his boss's way, the longer he'd have a job.
Carter came by later while Sam was chopping wood. Carter lifted his hat as if he were waiting for an appointment with the town priest, and then removed it completely as if he were talking to his mother. He pulled out a pile of paper from his back pocket and held it out.
'Don't pick up your mail often, do you?'
Sam took it without a glance and dropped the envelopes onto the bench.
'Never,' he replied and waited for Carter to say why he was here. The fact it was Carter's house was no explanation and they both knew it. Carter twisted his hat round and round, licking his lips and clearing his throat.
'Nice work fixing those fences,' he said finally.
'I'll be back to the beginning soon,' Sam said. It wasn't a complaint. A fence that took a year to repair meant another year's work to the man who did it well.
'Don't you ever want to take a holiday?'
'And go where?' A holiday meant being back out in the real world, a place even people like Carter travelled to escape from. Sam's escape was his reality and he wasn't going back.
Mr Carter wiped the sweat from the back of his neck. The damp patches on his shirt drew together like shapes in an atlas. His skin was already turning ruddy in the June sun. Otherwise he had the indoor tan of a man that made money while other people did the work.
'I've brought my son with me on this trip. He's had some trouble at school.' Mr Carter's eyes flicked up, blinked rapidly and then shifted back to the hat occupying his hands. 'Not much trouble out here for a young boy.' He attempted a laugh but it came out like a dog's bark.
The two men looked towards the northern end of the property. It stretched as far as the eye could see. Even the fences were barely visible from where they stood. However bored and rebellious a teenage boy might get, it wasn't possible to escape on foot. Sam looked at the biggest of the horses, kicking at the ground with its heavy hooves. Could the boy ride? he wondered. There was a whole load of trouble a good rider could get into out here, miles away from anyone. But maybe there was even more trouble for someone who knew nothing about horses and wanted to get away from his father.",4.7770075229869065,7.534196372845214,10,8-12,485,37,1.2927835051546392,22,368,84.16078573418781,5.464742268041235,5.061435497353024,7.281878657007523,47,7.5,6.067985511284481,4th and 5th grade,3.751160769016439,30.15857
